"","Days to Ship Actual","Sales Forecast","Ship Status","Days to Ship Scheduled","Category","City","Country","Customer Name","Discount","Number of Records","Order Date","Order ID","Postal Code","Product Name","Profit","Quantity","Region","Sales","Segment","Ship Date","Ship Mode","State","Sub-Category"
"105",4,"$153","Shipped Early",6,"Furniture","Aurora","United States","Lena Cacioppo","20.00%",1,2015-02-11,"US-2015-156867",80013,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting","-$4",3,"West","$102","Consumer","11/17/2015","Standard Class","Colorado","Furnishings"
"106",4,"$55","Shipped Early",6,"Office Supplies","Aurora","United States","Lena Cacioppo","70.00%",1,2015-02-11,"US-2015-156867",80013,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets","-$26",3,"West","$37","Consumer","11/17/2015","Standard Class","Colorado","Binders"
"107",5,"$111","Shipped Early",6,"Technology","Charlotte","United States","Janet Martin","20.00%",1,2017-02-11,"CA-2017-119004",28205,"Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive","$18",8,"South","$74","Consumer","11/28/2017","Standard Class","North Carolina","Accessories"
"108",5,"$42","Shipped Early",6,"Technology","Charlotte","United States","Janet Martin","20.00%",1,2017-02-11,"CA-2017-119004",28205,"Speck Products Candyshell Flip Case","$2",1,"South","$28","Consumer","11/28/2017","Standard Class","North Carolina","Phones"
"109",5,"$5","Shipped Early",6,"Office Supplies","Charlotte","United States","Janet Martin","20.00%",1,2017-02-11,"CA-2017-119004",28205,"Newell Chalk Holder","$1",1,"South","$3","Consumer","11/28/2017","Standard Class","North Carolina","Art"
"110",5,"$509","Shipped Early",6,"Technology","Orland Park","United States","Pete Armstrong","20.00%",1,2015-02-10,"CA-2015-129476",60462,"Logitech Gaming G510s - Keyboard","$68",5,"Central","$340","Home Office","10/20/2015","Standard Class","Illinois","Accessories"
"111",5,"$63","Shipped Early",6,"Furniture","New York City","United States","Cynthia Voltz","0.00%",1,2017-02-12,"CA-2017-146780",10035,"Magnifier Swing Arm Lamp","$11",2,"East","$42","Corporate","12/30/2017","Standard Class","New York","Furnishings"
"112",7,"$114","Shipped Late",6,"Office Supplies","Urbandale","United States","Clay Ludtke","0.00%",1,2016-02-11,"CA-2016-128867",50322,"Hunt PowerHouse Electric Pencil Sharpener, Blue","$23",2,"Central","$76","Consumer","42654","Standard Class","Iowa","Art"
"113",7,"$41","Shipped Late",6,"Office Supplies","Urbandale","United States","Clay Ludtke","0.00%",1,2016-02-11,"CA-2016-128867",50322,"Avery Durable Plastic 1"" Binders","$13",6,"Central","$27","Consumer","42654","Standard Class","Iowa","Binders"
"114",2,"$60","Shipped Early",3,"Office Supplies","Columbus","United States","Ryan Crowe","20.00%",1,2014-02-08,"CA-2014-115259",43229,"OIC Colored Binder Clips, Assorted Sizes","$15",14,"East","$40","Consumer","8/27/2014","Second Class","Ohio","Fasteners"
"115",2,"$7","Shipped Early",3,"Office Supplies","Columbus","United States","Ryan Crowe","20.00%",1,2014-02-08,"CA-2014-115259",43229,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2","$2",2,"East","$5","Consumer","8/27/2014","Second Class","Ohio","Envelopes"
"116",2,"$36","Shipped Early",3,"Office Supplies","Columbus","United States","Ryan Crowe","20.00%",1,2014-02-08,"CA-2014-115259",43229,"Xerox 1921","$7",3,"East","$24","Consumer","8/27/2014","Second Class","Ohio","Paper"
"117",2,"$195","Shipped Early",3,"Office Supplies","Columbus","United States","Ryan Crowe","20.00%",1,2014-02-08,"CA-2014-115259",43229,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White","$44",6,"East","$130","Consumer","8/27/2014","Second Class","Ohio","Envelopes"
"118",4,"$1,179","Shipped Early",6,"Furniture","Seattle","United States","Dave Kipp","0.00%",1,2015-02-03,"CA-2015-110457",98103,"Hon Racetrack Conference Tables","$165",3,"West","$788","Consumer","42158","Standard Class","Washington","Tables"
"119",5,"$236","Shipped Early",6,"Office Supplies","Bristol","United States","Greg Guthrie","70.00%",1,2015-02-04,"US-2015-136476",37620,"GBC DocuBind 300 Electric Binding Machine","-$116",1,"South","$158","Corporate","42281","Standard Class","Tennessee","Binders"
"120",3,"$70","Shipped Late",1,"Furniture","Wilmington","United States","Steven Cartwright","0.00%",1,2016-02-06,"CA-2016-103730",19805,"Artistic Insta-Plaque","$18",3,"East","$47","Consumer","6/15/2016","First Class","Delaware","Furnishings"
"121",3,"$46","Shipped Late",1,"Office Supplies","Wilmington","United States","Steven Cartwright","0.00%",1,2016-02-06,"CA-2016-103730",19805,"DXL Angle-View Binders with Locking Rings by Samsill","$14",4,"East","$31","Consumer","6/15/2016","First Class","Delaware","Binders"
"122",3,"$339","Shipped Late",1,"Office Supplies","Wilmington","United States","Steven Cartwright","0.00%",1,2016-02-06,"CA-2016-103730",19805,"Companion Letter/Legal File, Black","$63",6,"East","$227","Consumer","6/15/2016","First Class","Delaware","Storage"
"123",3,"$172","Shipped Late",1,"Office Supplies","Wilmington","United States","Steven Cartwright","0.00%",1,2016-02-06,"CA-2016-103730",19805,"Globe Weis Peel & Seel First Class Envelopes","$52",9,"East","$115","Consumer","6/15/2016","First Class","Delaware","Envelopes"
"124",3,"$102","Shipped Late",1,"Technology","Wilmington","United States","Steven Cartwright","0.00%",1,2016-02-06,"CA-2016-103730",19805,"KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7","$20",7,"East","$68","Consumer","6/15/2016","First Class","Delaware","Phones"
"125",2,"$899","Shipped Early",3,"Furniture","Houston","United States","Alan Dominguez","30.00%",1,2014-02-12,"US-2014-152030",77041,"Global Deluxe High-Back Manager's Chair","-$9",3,"Central","$601","Home Office","12/28/2014","Second Class","Texas","Chairs"
"126",5,"$925","Shipped Early",6,"Furniture","Bloomington","United States","Philip Fox","50.00%",1,2014-02-09,"US-2014-134614",61701,"Bevis 44 x 96 Conference Tables","-$408",6,"Central","$618","Consumer","9/25/2014","Standard Class","Illinois","Tables"
"127",7,"$4","Shipped Late",6,"Office Supplies","Phoenix","United States","Troy Staebel","70.00%",1,2017-02-11,"US-2017-107272",85023,"Avery Durable Slant Ring Binders, No Labels","-$2",2,"West","$2","Consumer","43080","Standard Class","Arizona","Binders"
"128",7,"$365","Shipped Late",6,"Office Supplies","Phoenix","United States","Troy Staebel","20.00%",1,2017-02-11,"US-2017-107272",85023,"Trav-L-File Heavy-Duty Shuttle II, Black","$30",7,"West","$244","Consumer","43080","Standard Class","Arizona","Storage"
"129",4,"$122","Shipped Late",3,"Furniture","Los Angeles","United States","Lindsay Shagiari","20.00%",1,2016-02-11,"US-2016-125969",90004,"Global Task Chair, Black","-$9",2,"West","$81","Home Office","42654","Second Class","California","Chairs"
"130",4,"$357","Shipped Late",3,"Furniture","Los Angeles","United States","Lindsay Shagiari","0.00%",1,2016-02-11,"US-2016-125969",90004,"Eldon Cleatmat Plus Chair Mats for High Pile Carpets","$26",3,"West","$239","Home Office","42654","Second Class","California","Furnishings"
"131",3,"$90","Shipped Late",1,"Technology","Columbus","United States","Dorothy Wardle","40.00%",1,2017-02-02,"US-2017-164147",43229,"Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5","-$12",5,"East","$60","Corporate","42857","First Class","Ohio","Phones"
"132",3,"$117","Shipped Late",1,"Office Supplies","Columbus","United States","Dorothy Wardle","20.00%",1,2017-02-02,"US-2017-164147",43229,"Xerox 1916","$29",2,"East","$78","Corporate","42857","First Class","Ohio","Paper"
"133",3,"$32","Shipped Late",1,"Office Supplies","Columbus","United States","Dorothy Wardle","20.00%",1,2017-02-02,"US-2017-164147",43229,"Staples","$7",9,"East","$21","Corporate","42857","First Class","Ohio","Fasteners"
"134",6,"$30","Shipped On Time",6,"Office Supplies","Roseville","United States","Lena Creighton","0.00%",1,2016-02-10,"CA-2016-145583",95661,"Xerox 195","$10",3,"West","$20","Consumer","10/19/2016","Standard Class","California","Paper"
"135",6,"$53","Shipped On Time",6,"Office Supplies","Roseville","United States","Lena Creighton","0.00%",1,2016-02-10,"CA-2016-145583",95661,"Xerox 1880","$17",1,"West","$35","Consumer","10/19/2016","Standard Class","California","Paper"
"136",6,"$17","Shipped On Time",6,"Office Supplies","Roseville","United States","Lena Creighton","0.00%",1,2016-02-10,"CA-2016-145583",95661,"Sanford Colorific Colored Pencils, 12/Box","$3",4,"West","$12","Consumer","10/19/2016","Standard Class","California","Art"
"137",6,"$6","Shipped On Time",6,"Office Supplies","Roseville","United States","Lena Creighton","0.00%",1,2016-02-10,"CA-2016-145583",95661,"Ideal Clamps","$2",2,"West","$4","Consumer","10/19/2016","Standard Class","California","Fasteners"
"138",6,"$114","Shipped On Time",6,"Office Supplies","Roseville","United States","Lena Creighton","20.00%",1,2016-02-10,"CA-2016-145583",95661,"GBC Wire Binding Strips","$27",3,"West","$76","Consumer","10/19/2016","Standard Class","California","Binders"
"139",6,"$99","Shipped On Time",6,"Office Supplies","Roseville","United States","Lena Creighton","0.00%",1,2016-02-10,"CA-2016-145583",95661,"Fiskars Softgrip Scissors","$18",6,"West","$66","Consumer","10/19/2016","Standard Class","California","Supplies"
"140",6,"$65","Shipped On Time",6,"Furniture","Roseville","United States","Lena Creighton","0.00%",1,2016-02-10,"CA-2016-145583",95661,"Longer-Life Soft White Bulbs","$21",14,"West","$43","Consumer","10/19/2016","Standard Class","California","Furnishings"
"141",2,"$124","Shipped Early",3,"Furniture","Philadelphia","United States","Jonathan Doherty","20.00%",1,2016-02-09,"CA-2016-110366",19140,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock","$10",2,"East","$83","Corporate","42560","Second Class","Pennsylvania","Furnishings"
"142",5,"$13","Shipped Early",6,"Office Supplies","San Francisco","United States","Sally Hughsby","0.00%",1,2017-02-09,"CA-2017-106180",94122,"Newell 343","$2",3,"West","$9","Corporate","9/23/2017","Standard Class","California","Art"
"143",5,"$16","Shipped Early",6,"Office Supplies","San Francisco","United States","Sally Hughsby","0.00%",1,2017-02-09,"CA-2017-106180",94122,"Convenience Packs of Business Envelopes","$5",3,"West","$11","Corporate","9/23/2017","Standard Class","California","Envelopes"
"144",5,"$215","Shipped Early",6,"Office Supplies","San Francisco","United States","Sally Hughsby","0.00%",1,2017-02-09,"CA-2017-106180",94122,"Xerox 1911","$69",3,"West","$144","Corporate","9/23/2017","Standard Class","California","Paper"
"145",5,"$1,257","Shipped Early",6,"Office Supplies","Independence","United States","Sandra Glassco","0.00%",1,2017-02-12,"CA-2017-155376",64055,"Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators","$218",3,"Central","$839","Consumer","12/27/2017","Standard Class","Missouri","Appliances"
"146",5,"$1,006","Shipped Early",6,"Office Supplies","Pasadena","United States","Helen Andreada","0.00%",1,2015-02-09,"CA-2015-110744",91104,"Safco Industrial Wire Shelving","$20",7,"West","$672","Consumer","42347","Standard Class","California","Storage"
"147",6,"$141","Shipped On Time",6,"Furniture","Newark","United States","Maureen Gastineau","20.00%",1,2014-02-10,"CA-2014-110072",43055,"Seth Thomas 14"" Putty-Colored Wall Clock","$13",4,"East","$94","Home Office","10/28/2014","Standard Class","Ohio","Furnishings"
"148",4,"$576","Shipped Early",6,"Technology","Franklin","United States","Justin Ellison","0.00%",1,2016-02-12,"CA-2016-114489",53132,"Plantronics Cordless Phone Headset with In-line Volume - M214C","$104",11,"Central","$384","Corporate","42625","Standard Class","Wisconsin","Phones"
"149",4,"$225","Shipped Early",6,"Technology","Franklin","United States","Justin Ellison","0.00%",1,2016-02-12,"CA-2016-114489",53132,"Anker Astro 15000mAh USB Portable Charger","$6",3,"Central","$150","Corporate","42625","Standard Class","Wisconsin","Phones"
"150",4,"$2,923","Shipped Early",6,"Furniture","Franklin","United States","Justin Ellison","0.00%",1,2016-02-12,"CA-2016-114489",53132,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back","$586",8,"Central","$1,952","Corporate","42625","Standard Class","Wisconsin","Chairs"
"151",4,"$257","Shipped Early",6,"Office Supplies","Franklin","United States","Justin Ellison","0.00%",1,2016-02-12,"CA-2016-114489",53132,"GBC Prestige Therm-A-Bind Covers","$81",5,"Central","$172","Corporate","42625","Standard Class","Wisconsin","Binders"
"152",3,"$237","Shipped Late",1,"Office Supplies","Scottsdale","United States","Tamara Willingham","20.00%",1,2016-02-03,"CA-2016-158834",85254,"Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection","$18",5,"West","$158","Home Office","3/16/2016","First Class","Arizona","Appliances"
"153",3,"$304","Shipped Late",1,"Technology","Scottsdale","United States","Tamara Willingham","20.00%",1,2016-02-03,"CA-2016-158834",85254,"Jabra BIZ 2300 Duo QD Duo Corded Headset","$15",2,"West","$203","Home Office","3/16/2016","First Class","Arizona","Phones"
"154",2,"$87","Shipped Late",1,"Office Supplies","San Jose","United States","Stephanie Phelps","0.00%",1,2015-02-05,"CA-2015-124919",95123,"Southworth 25% Cotton Antique Laid Paper & Envelopes","$26",7,"West","$58","Corporate","42041","First Class","California","Paper"
"155",2,"$158","Shipped Late",1,"Office Supplies","San Jose","United States","Stephanie Phelps","0.00%",1,2015-02-05,"CA-2015-124919",95123,"Xerox 1883","$49",4,"West","$106","Corporate","42041","First Class","California","Paper"
"156",2,"$121","Shipped Late",1,"Office Supplies","San Jose","United States","Stephanie Phelps","0.00%",1,2015-02-05,"CA-2015-124919",95123,"Tenex Personal Project File with Scoop Front Design, Black","$21",6,"West","$81","Corporate","42041","First Class","California","Storage"
"157",6,"$10","Shipped On Time",6,"Office Supplies","Seattle","United States","Neil Knudson","0.00%",1,2015-02-05,"CA-2015-118948",98105,"Newell 311","$2",3,"West","$7","Home Office","42069","Standard Class","Washington","Art"
"158",5,"$685","Shipped Late",3,"Furniture","Seattle","United States","Dave Brooks","20.00%",1,2014-02-03,"CA-2014-104269",98115,"Global Deluxe High-Back Manager's Chair","$51",2,"West","$458","Consumer","41793","Second Class","Washington","Chairs"
"159",4,"$22","Shipped Early",6,"Office Supplies","Edmond","United States","Nora Paige","0.00%",1,2016-02-11,"CA-2016-114104",73034,"Avery 519","$7",2,"Central","$15","Consumer","11/24/2016","Standard Class","Oklahoma","Labels"
"160",4,"$1,415","Shipped Early",6,"Technology","Edmond","United States","Nora Paige","0.00%",1,2016-02-11,"CA-2016-114104",73034,"Avaya 5420 Digital phone","$236",7,"Central","$945","Consumer","11/24/2016","Standard Class","Oklahoma","Phones"
"161",1,"$9","Shipped On Time",1,"Office Supplies","Los Angeles","United States","Ted Trevino","0.00%",1,2016-02-05,"CA-2016-162733",90045,"Xerox 1920","$3",1,"West","$6","Consumer","42709","First Class","California","Paper"
"162",3,"$81","Shipped On Time",3,"Technology","Philadelphia","United States","Eric Murdock","20.00%",1,2015-02-12,"CA-2015-119697",19134,"Lenovo 17-Key USB Numeric Keypad","$1",2,"East","$54","Consumer","12/31/2015","Second Class","Pennsylvania","Accessories"
"163",4,"$43","Shipped Early",6,"Office Supplies","Carlsbad","United States","Ruben Dartt","0.00%",1,2016-02-11,"CA-2016-154508",88220,"Staple envelope","$13",5,"West","$28","Consumer","11/20/2016","Standard Class","New Mexico","Envelopes"
"164",4,"$41","Shipped Early",6,"Office Supplies","Seattle","United States","Max Jones","20.00%",1,2016-02-11,"CA-2016-113817",98115,"Wilson Jones International Size A4 Ring Binders","$10",2,"West","$28","Consumer","42685","Standard Class","Washington","Binders"
"165",4,"$15","Shipped Early",6,"Office Supplies","San Antonio","United States","Becky Martin","20.00%",1,2014-02-09,"CA-2014-139892",78207,"BIC Brite Liner Highlighters","$3",3,"Central","$10","Consumer","41982","Standard Class","Texas","Art"
"166",4,"$12,220","Shipped Early",6,"Technology","San Antonio","United States","Becky Martin","40.00%",1,2014-02-09,"CA-2014-139892",78207,"Lexmark MX611dhe Monochrome Laser Printer","-$1,360",8,"Central","$8,160","Consumer","41982","Standard Class","Texas","Machines"
"167",4,"$413","Shipped Early",6,"Office Supplies","San Antonio","United States","Becky Martin","20.00%",1,2014-02-09,"CA-2014-139892",78207,"Space Solutions HD Industrial Steel Shelving.","-$59",3,"Central","$276","Consumer","41982","Standard Class","Texas","Storage"
"168",4,"$2,606","Shipped Early",6,"Furniture","San Antonio","United States","Becky Martin","30.00%",1,2014-02-09,"CA-2014-139892",78207,"SAFCO Arco Folding Chair","-$25",9,"Central","$1,740","Consumer","41982","Standard Class","Texas","Chairs"
"169",4,"$48","Shipped Early",6,"Office Supplies","San Antonio","United States","Becky Martin","20.00%",1,2014-02-09,"CA-2014-139892",78207,"Sanford Liquid Accent Highlighters","$7",6,"Central","$32","Consumer","41982","Standard Class","Texas","Art"
"170",4,"$267","Shipped Early",6,"Office Supplies","San Antonio","United States","Becky Martin","80.00%",1,2014-02-09,"CA-2014-139892",78207,"Kensington 7 Outlet MasterPiece Power Center","-$454",5,"Central","$178","Consumer","41982","Standard Class","Texas","Appliances"
"171",4,"$216","Shipped Early",6,"Technology","San Antonio","United States","Becky Martin","20.00%",1,2014-02-09,"CA-2014-139892",78207,"JBL Micro Wireless Portable Bluetooth Speaker","$9",3,"Central","$144","Consumer","41982","Standard Class","Texas","Phones"
